company_symbol,stock_price,date_and_time,buyer_id,buy_or_sell,headlines
TSLA,1496.59,2025-01-06T10:10:42,B812451,buy,"Stock price surges following positive quarterly report, Unexpected stock decline amid market uncertainty, New CEO appointed"
TSLA,991.04,2025-01-11T18:01:03,B919290,buy,Company plans major expansion
TSLA,286.07,2025-01-31T23:09:43,B459141,sell,Company sets new sustainability targets
TSLA,1109.61,2025-01-06T13:31:07,B861892,buy,Stock price surges following positive quarterly report
TSLA,1165.44,2025-01-23T11:28:52,B504836,buy,"Stock price surges following positive quarterly report, Company sets new sustainability targets, Unexpected stock decline amid market uncertainty"
TSLA,1275.2,2025-01-14T00:38:24,B534995,buy,"Stock price surges following positive quarterly report, Stock hits new all-time high"
TSLA,1372.5,2025-01-19T03:24:15,B104900,buy,"New CEO appointed, Company announces record earnings"
TSLA,372.49,2025-02-04T08:42:25,B536761,buy,"Company plans major expansion, Stock price surges following positive quarterly report"
TSLA,788.56,2025-01-22T20:17:13,B399594,sell,"Unexpected stock decline amid market uncertainty, Company announces record earnings"
TSLA,1104.22,2025-01-07T03:55:15,B101107,buy,"Company announces record earnings, Stock price surges following positive quarterly report, Product recall issued"
TSLA,75.16,2025-02-03T09:33:39,B842649,buy,"Company plans major expansion, New CEO appointed"
TSLA,391.91,2025-01-08T01:21:55,B405771,buy,Company plans major expansion
TSLA,538.86,2025-02-04T08:23:21,B378611,buy,Product recall issued
TSLA,325.72,2025-02-06T06:46:05,B933515,sell,"New CEO appointed, Company plans major expansion, Company announces record earnings"
TSLA,1184.84,2025-02-07T16:19:25,B494044,buy,"Unexpected stock decline amid market uncertainty, Company announces record earnings"
TSLA,1387.35,2025-01-13T19:26:32,B501855,buy,"Company plans major expansion, Company announces record earnings, Unexpected stock decline amid market uncertainty"
TSLA,696.69,2025-01-23T00:12:05,B346090,sell,"Unexpected stock decline amid market uncertainty, Stock hits new all-time high"
TSLA,1324.91,2025-01-03T16:08:49,B895266,buy,"Company plans major expansion, Stock price surges following positive quarterly report"
TSLA,1428.97,2025-01-27T04:14:15,B959584,sell,"Unexpected stock decline amid market uncertainty, Company announces record earnings, Stock price surges following positive quarterly report"
TSLA,1469.18,2025-01-08T11:14:34,B945862,buy,"Company announces record earnings, Stock price surges following positive quarterly report, Stock hits new all-time high"
TSLA,658.38,2025-01-03T04:32:32,B862532,buy,Stock price surges following positive quarterly report
TSLA,278.59,2025-01-06T00:03:57,B157901,sell,"Company plans major expansion, Product recall issued, Company announces record earnings"
TSLA,725.14,2025-02-01T17:40:25,B250652,sell,"Company plans major expansion, Stock price surges following positive quarterly report, Company announces record earnings"
TSLA,317.54,2025-01-07T03:20:25,B891018,sell,"Company sets new sustainability targets, Product recall issued"
TSLA,1423.04,2025-01-02T03:26:58,B442244,sell,"Unexpected stock decline amid market uncertainty, Company sets new sustainability targets, Stock hits new all-time high"
TSLA,1306.55,2025-01-11T10:39:05,B285982,sell,"Company plans major expansion, Company announces record earnings"
TSLA,1452.77,2025-01-13T13:58:24,B337918,buy,"New CEO appointed, Company announces record earnings"
TSLA,1489.12,2025-01-09T22:22:23,B783675,sell,Company plans major expansion
TSLA,1268.15,2025-01-17T16:06:41,B555086,buy,"New CEO appointed, Company sets new sustainability targets, Company announces record earnings"
TSLA,844.81,2025-01-17T09:40:39,B655653,buy,Company sets new sustainability targets
TSLA,1469.34,2025-01-05T13:57:48,B269037,sell,Product recall issued
TSLA,621.42,2025-01-05T08:01:22,B788667,buy,"Company plans major expansion, Company announces record earnings"
TSLA,409.75,2025-01-13T22:01:34,B903793,sell,"New CEO appointed, Company plans major expansion"
TSLA,1106.91,2025-01-02T09:31:37,B461434,buy,Product recall issued
TSLA,1292.93,2025-01-10T14:21:39,B760333,sell,Company announces record earnings
TSLA,828.15,2025-01-12T17:13:14,B757608,sell,Product recall issued
TSLA,74.21,2025-01-27T12:42:33,B207906,buy,"Product recall issued, Stock price surges following positive quarterly report"
TSLA,99.72,2025-01-22T12:54:52,B596523,sell,"Company plans major expansion, Stock hits new all-time high"
TSLA,1398.45,2025-02-04T05:05:42,B622746,buy,"Company plans major expansion, Unexpected stock decline amid market uncertainty"
TSLA,797.22,2025-02-04T17:20:34,B146721,buy,"Company plans major expansion, Product recall issued"
